periodo,ano_inicio,ano_fin,resguardo,pueblo,clase,hectareas,hectareas_anuales,poligonos,fuente,calidad_fuente
2015-2016,2015,2016,Resguardo indígena Caiman Nuevo,Tule/Guna (Cuna),Deforestación,36.54,36.54,17,shapefile,geometria
2015-2016,2015,2016,Resguardo indígena Caiman Nuevo,Tule/Guna (Cuna),No Bosque Estable,5090.6,5090.6,198,shapefile,geometria
2016-2017,2016,2017,Resguardo Embera Katio de Cañaverales - Antado,Embera Katío,Bosque Estable,2679.58,2679.58,53,shapefile,geometria
2016-2017,2016,2017,Resguardo Embera Katio de Cañaverales - Antado,Embera Katío,Deforestación,7.41,7.41,8,shapefile,geometria
2016-2017,2016,2017,Resguardo Embera Katio de Cañaverales - Antado,Embera Katío,No Bosque Estable,909.0,909.0,109,shapefile,geometria
2016-2017,2016,2017,Resguardo Embera Katio de Cañaverales - Antado,Embera Katío,Sin Información,1198.78,1198.78,77,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Coribi Bedado,Embera Katío,Bosque Estable,5.47,5.47,4,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Coribi Bedado,Embera Katío,Deforestación,0.85,0.85,1,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Coribi Bedado,Embera Katío,No Bosque Estable,99.01,99.01,1,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena El Mango del Pueblo Senú,Senú/Zenú,No Bosque Estable,53.36,53.36,1,shapefile,geometria
2016-2017,2016,2017,"Resguardo Indígena Embera - Catio de ""El Pital"" - Narikizavi",Embera Katío,Bosque Estable,19.26,19.26,6,shapefile,geometria
2016-2017,2016,2017,"Resguardo Indígena Embera - Catio de ""El Pital"" - Narikizavi",Embera Katío,No Bosque Estable,256.57,256.57,1,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,Bosque Estable,17699.33,17699.33,455,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,Deforestación,43.19,43.19,28,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,No Bosque Estable,900.61,900.61,300,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,Sin Información,23161.7,23161.7,358,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera - Katio de Chontadural - Cañero,Embera Katío,Bosque Estable,4600.14,4600.14,35,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera - Katio de Chontadural - Cañero,Embera Katío,Deforestación,16.7,16.7,19,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera - Katio de Chontadural - Cañero,Embera Katío,No Bosque Estable,272.98,272.98,45,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera - Katio de Chontadural - Cañero,Embera Katío,Sin Información,442.76,442.76,35,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera - Katio de Valle De Perdidas,Embera Katío,Bosque Estable,6991.59,6991.59,83,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera - Katio de Valle De Perdidas,Embera Katío,Deforestación,27.76,27.76,39,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera - Katio de Valle De Perdidas,Embera Katío,No Bosque Estable,1540.91,1540.91,154,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera - Katio de Valle De Perdidas,Embera Katío,Sin Información,122.35,122.35,24,shapefile,geometria
2016-2017,2016,2017,"Resguardo Indígena Embera Catio de Choromando Bajo y la Lejia ""Monzhomando""",Embera Katío,Bosque Estable,139.46,139.46,4,shapefile,geometria
2016-2017,2016,2017,"Resguardo Indígena Embera Catio de Choromando Bajo y la Lejia ""Monzhomando""",Embera Katío,No Bosque Estable,42.42,42.42,4,shapefile,geometria
2016-2017,2016,2017,"Resguardo Indígena Embera Catio de Choromando Bajo y la Lejia ""Monzhomando""",Embera Katío,Sin Información,3.49,3.49,8,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera Chami y Zenu De La Palma,Embera Chamí-Zenú,Bosque Estable,14.07,14.07,6,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera Chami y Zenu De La Palma,Embera Chamí-Zenú,Deforestación,1.22,1.22,2,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera Chami y Zenu De La Palma,Embera Chamí-Zenú,No Bosque Estable,311.8,311.8,1,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera Drua,Embera,Bosque Estable,1.92,1.92,1,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera Drua,Embera,No Bosque Estable,16.15,16.15,1,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera Katio de Sever,Embera Katío,Bosque Estable,8330.89,8330.89,42,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera Katio de Sever,Embera Katío,Deforestación,21.33,21.33,15,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera Katio de Sever,Embera Katío,No Bosque Estable,1205.25,1205.25,69,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera Katio de Sever,Embera Katío,Sin Información,646.13,646.13,33,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,Bosque Estable,11013.5,11013.5,235,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,Deforestación,103.73,103.73,109,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,No Bosque Estable,2177.24,2177.24,353,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,Sin Información,4937.41,4937.41,360,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de Chimurro y Nendo,Embera,Bosque Estable,9310.98,9310.98,143,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de Chimurro y Nendo,Embera,Deforestación,16.91,16.91,18,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de Chimurro y Nendo,Embera,No Bosque Estable,1387.85,1387.85,308,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de Chimurro y Nendo,Embera,Sin Información,2468.69,2468.69,80,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,Bosque Estable,3460.59,3460.59,27,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,Deforestación,18.47,18.47,20,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,No Bosque Estable,1235.48,1235.48,109,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,Sin Información,32.61,32.61,11,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de Dokerazavi,Embera,Bosque Estable,321.97,321.97,36,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de Dokerazavi,Embera,No Bosque Estable,453.06,453.06,26,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de Dokerazavi,Embera,Sin Información,7.9,7.9,3,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de El Salado,Embera,Bosque Estable,10362.32,10362.32,155,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de El Salado,Embera,No Bosque Estable,306.89,306.89,63,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de El Salado,Embera,Sin Información,7419.23,7419.23,202,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de Guaguando,Embera,Bosque Estable,7332.87,7332.87,94,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de Guaguando,Embera,Deforestación,6.21,6.21,6,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de Guaguando,Embera,No Bosque Estable,181.03,181.03,61,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de Guaguando,Embera,Sin Información,6472.62,6472.62,97,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de Nusido,Embera,Bosque Estable,64.33,64.33,11,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de Nusido,Embera,Deforestación,1.77,1.77,2,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de Nusido,Embera,No Bosque Estable,194.84,194.84,1,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de Urada Jiguamiando,Embera,Bosque Estable,8.76,8.76,7,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de Urada Jiguamiando,Embera,No Bosque Estable,0.18,0.18,3,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de Urada Jiguamiando,Embera,Sin Información,2.65,2.65,15,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,Bosque Estable,3632.06,3632.06,63,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,Deforestación,1.05,1.05,1,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,No Bosque Estable,165.84,165.84,81,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,Sin Información,1193.8,1193.8,121,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,Bosque Estable,16539.93,16539.93,139,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,Deforestación,18.78,18.78,24,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,No Bosque Estable,502.29,502.29,205,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,Sin Información,4591.44,4591.44,244,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera del Rio Jarapeto,Embera,Bosque Estable,4067.99,4067.99,46,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera del Rio Jarapeto,Embera,Deforestación,9.73,9.73,3,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera del Rio Jarapeto,Embera,No Bosque Estable,197.73,197.73,69,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera del Rio Jarapeto,Embera,Sin Información,1308.27,1308.27,55,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera- Katio de Choromando Alto y Medio,Embera Katío,Bosque Estable,2702.8,2702.8,14,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera- Katio de Choromando Alto y Medio,Embera Katío,Deforestación,1.76,1.76,1,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera- Katio de Choromando Alto y Medio,Embera Katío,No Bosque Estable,317.77,317.77,43,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera- Katio de Choromando Alto y Medio,Embera Katío,Sin Información,32.19,32.19,5,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,Bosque Estable,8089.88,8089.88,162,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,Deforestación,19.87,19.87,22,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,No Bosque Estable,712.82,712.82,199,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,Sin Información,9203.04,9203.04,118,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,Bosque Estable,18898.66,18898.66,186,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,Deforestación,96.45,96.45,66,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,No Bosque Estable,947.37,947.37,327,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,Sin Información,3445.37,3445.37,147,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,Bosque Estable,27970.91,27970.91,103,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,Deforestación,43.84,43.84,62,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,No Bosque Estable,310.27,310.27,130,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,Sin Información,3393.51,3393.51,133,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera-Katio de Jenaturado,Embera Katío,Bosque Estable,427.39,427.39,14,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera-Katio de Jenaturado,Embera Katío,Deforestación,2.25,2.25,1,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera-Katio de Jenaturado,Embera Katío,No Bosque Estable,128.45,128.45,29,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera-Katio de Jenaturado,Embera Katío,Sin Información,37.38,37.38,5,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera-Katio de Las Playas,Embera Katío,Bosque Estable,80.12,80.12,5,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera-Katio de Las Playas,Embera Katío,Deforestación,1.2,1.2,3,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera-Katio de Las Playas,Embera Katío,No Bosque Estable,119.43,119.43,5,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,Bosque Estable,5821.39,5821.39,47,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,Deforestación,44.48,44.48,42,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,No Bosque Estable,1004.83,1004.83,158,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,Sin Información,73.52,73.52,22,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera-Katio de Polines,Embera Katío,Bosque Estable,3333.21,3333.21,46,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera-Katio de Polines,Embera Katío,Deforestación,49.8,49.8,70,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera-Katio de Polines,Embera Katío,No Bosque Estable,726.61,726.61,79,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Embera-Katio de Polines,Embera Katío,Sin Información,167.58,167.58,43,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Emebera-Katio de Santa Maria - El Charcon,Embera Katío,Bosque Estable,4.99,4.99,5,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Emebera-Katio de Santa Maria - El Charcon,Embera Katío,No Bosque Estable,126.66,126.66,2,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,Bosque Estable,9992.18,9992.18,217,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,Deforestación,166.57,166.57,183,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,No Bosque Estable,4812.2,4812.2,423,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,Sin Información,221.5,221.5,25,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Murri-pantanos,Embera Katío,Bosque Estable,21438.98,21438.98,186,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Murri-pantanos,Embera Katío,Deforestación,45.66,45.66,42,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Murri-pantanos,Embera Katío,No Bosque Estable,1882.66,1882.66,379,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Murri-pantanos,Embera Katío,Sin Información,7941.67,7941.67,205,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Rio Alto De San Juan,Senú/Zenú,Bosque Estable,10.18,10.18,4,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Rio Alto De San Juan,Senú/Zenú,Deforestación,0.0,0.0,1,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Rio Alto De San Juan,Senú/Zenú,No Bosque Estable,87.38,87.38,6,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Rio Alto De San Juan,Senú/Zenú,Sin Información,4.93,4.93,1,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Senú Los Almendros,Senú/Zenú,No Bosque Estable,24.78,24.78,1,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Yaberarado,Embera Katío,Bosque Estable,6411.25,6411.25,59,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Yaberarado,Embera Katío,Deforestación,80.75,80.75,85,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Yaberarado,Embera Katío,No Bosque Estable,1525.59,1525.59,104,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Yaberarado,Embera Katío,Sin Información,345.63,345.63,40,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Zenu Del Volao,Senú/Zenú,Bosque Estable,1.34,1.34,2,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena Zenu Del Volao,Senú/Zenú,No Bosque Estable,366.75,366.75,1,shapefile,geometria
2016-2017,2016,2017,Resguardo Indígena de Canime,Senú/Zenú,No Bosque Estable,26.44,26.44,1,shapefile,geometria
2016-2017,2016,2017,Resguardo indígena Caiman Nuevo,Tule/Guna (Cuna),Bosque Estable,3987.74,3987.74,299,shapefile,geometria
2016-2017,2016,2017,Resguardo indígena Caiman Nuevo,Tule/Guna (Cuna),Deforestación,5.13,5.13,7,shapefile,geometria
2016-2017,2016,2017,Resguardo indígena Caiman Nuevo,Tule/Guna (Cuna),No Bosque Estable,5049.14,5049.14,144,shapefile,geometria
2016-2017,2016,2017,Resguardo indígena Caiman Nuevo,Tule/Guna (Cuna),Regeneración,5.08,5.08,1,shapefile,geometria
2016-2017,2016,2017,Resguardo indígena Caiman Nuevo,Tule/Guna (Cuna),Sin Información,3.65,3.65,1,shapefile,geometria
2017-2018,2017,2018,Resguardo Embera Katio de Cañaverales - Antado,Embera Katío,Bosque Estable,3712.26,3712.26,7,shapefile,geometria
2017-2018,2017,2018,Resguardo Embera Katio de Cañaverales - Antado,Embera Katío,Deforestación,4.55,4.55,4,shapefile,geometria
2017-2018,2017,2018,Resguardo Embera Katio de Cañaverales - Antado,Embera Katío,No Bosque Estable,1077.15,1077.15,71,shapefile,geometria
2017-2018,2017,2018,Resguardo Embera Katio de Cañaverales - Antado,Embera Katío,Regeneración,0.81,0.81,3,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Coribi Bedado,Embera Katío,Bosque Estable,4.04,4.04,3,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Coribi Bedado,Embera Katío,No Bosque Estable,101.29,101.29,1,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena El Mango del Pueblo Senú,Senú/Zenú,No Bosque Estable,53.36,53.36,1,shapefile,geometria
2017-2018,2017,2018,"Resguardo Indígena Embera - Catio de ""El Pital"" - Narikizavi",Embera Katío,Bosque Estable,18.99,18.99,7,shapefile,geometria
2017-2018,2017,2018,"Resguardo Indígena Embera - Catio de ""El Pital"" - Narikizavi",Embera Katío,No Bosque Estable,256.84,256.84,1,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,Bosque Estable,39769.68,39769.68,31,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,Deforestación,51.27,51.27,20,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,No Bosque Estable,1596.74,1596.74,248,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,Regeneración,2.95,2.95,8,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,Sin Información,384.2,384.2,82,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera - Katio de Chontadural - Cañero,Embera Katío,Bosque Estable,4949.57,4949.57,7,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera - Katio de Chontadural - Cañero,Embera Katío,Deforestación,9.72,9.72,5,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera - Katio de Chontadural - Cañero,Embera Katío,No Bosque Estable,335.77,335.77,49,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera - Katio de Chontadural - Cañero,Embera Katío,Sin Información,37.37,37.37,3,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera - Katio de Valle De Perdidas,Embera Katío,Bosque Estable,7074.93,7074.93,82,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera - Katio de Valle De Perdidas,Embera Katío,Deforestación,7.65,7.65,6,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera - Katio de Valle De Perdidas,Embera Katío,No Bosque Estable,1597.26,1597.26,192,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera - Katio de Valle De Perdidas,Embera Katío,Sin Información,2.78,2.78,6,shapefile,geometria
2017-2018,2017,2018,"Resguardo Indígena Embera Catio de Choromando Bajo y la Lejia ""Monzhomando""",Embera Katío,Bosque Estable,139.95,139.95,1,shapefile,geometria
2017-2018,2017,2018,"Resguardo Indígena Embera Catio de Choromando Bajo y la Lejia ""Monzhomando""",Embera Katío,No Bosque Estable,45.42,45.42,2,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera Chami y Zenu De La Palma,Embera Chamí-Zenú,Bosque Estable,10.02,10.02,6,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera Chami y Zenu De La Palma,Embera Chamí-Zenú,No Bosque Estable,317.07,317.07,1,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera Drua,Embera,Bosque Estable,1.91,1.91,1,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera Drua,Embera,No Bosque Estable,16.16,16.16,1,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera Katio de Sever,Embera Katío,Bosque Estable,8892.89,8892.89,23,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera Katio de Sever,Embera Katío,Deforestación,3.52,3.52,1,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera Katio de Sever,Embera Katío,No Bosque Estable,1229.98,1229.98,64,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera Katio de Sever,Embera Katío,Sin Información,77.21,77.21,10,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,Bosque Estable,15368.15,15368.15,27,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,Deforestación,21.4,21.4,12,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,No Bosque Estable,2702.19,2702.19,259,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,Regeneración,1.48,1.48,3,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,Sin Información,138.71,138.71,16,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de Chimurro y Nendo,Embera,Bosque Estable,11301.24,11301.24,10,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de Chimurro y Nendo,Embera,Deforestación,9.83,9.83,11,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de Chimurro y Nendo,Embera,No Bosque Estable,1814.25,1814.25,170,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de Chimurro y Nendo,Embera,Regeneración,0.74,0.74,2,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de Chimurro y Nendo,Embera,Sin Información,58.36,58.36,5,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,Bosque Estable,3470.38,3470.38,15,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,Deforestación,6.37,6.37,4,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,No Bosque Estable,1252.68,1252.68,81,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,Regeneración,0.86,0.86,2,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,Sin Información,16.86,16.86,7,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de Dokerazavi,Embera,Bosque Estable,322.62,322.62,17,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de Dokerazavi,Embera,No Bosque Estable,460.3,460.3,11,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de El Salado,Embera,Bosque Estable,17544.24,17544.24,12,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de El Salado,Embera,No Bosque Estable,323.8,323.8,36,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de El Salado,Embera,Sin Información,220.4,220.4,48,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de Guaguando,Embera,Bosque Estable,12946.26,12946.26,38,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de Guaguando,Embera,No Bosque Estable,195.61,195.61,42,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de Guaguando,Embera,Sin Información,850.87,850.87,134,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de Nusido,Embera,Bosque Estable,64.23,64.23,10,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de Nusido,Embera,No Bosque Estable,196.7,196.7,2,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de Urada Jiguamiando,Embera,Bosque Estable,8.98,8.98,3,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de Urada Jiguamiando,Embera,No Bosque Estable,0.19,0.19,3,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de Urada Jiguamiando,Embera,Sin Información,2.5,2.5,1,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,Bosque Estable,4751.91,4751.91,2,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,Deforestación,4.06,4.06,4,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,No Bosque Estable,235.73,235.73,52,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,Regeneración,1.04,1.04,4,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,Bosque Estable,19886.85,19886.85,10,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,Deforestación,8.56,8.56,7,shapefile,geometria
