periodo,ano_inicio,ano_fin,resguardo,pueblo,clase,hectareas,hectareas_anuales,poligonos,fuente,calidad_fuente
2017-2018,2017,2018,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,No Bosque Estable,577.1,577.1,170,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,Regeneración,3.85,3.85,12,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,Sin Información,1177.09,1177.09,62,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera del Rio Jarapeto,Embera,Bosque Estable,5328.12,5328.12,1,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera del Rio Jarapeto,Embera,Deforestación,5.26,5.26,3,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera del Rio Jarapeto,Embera,No Bosque Estable,250.33,250.33,31,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera- Katio de Choromando Alto y Medio,Embera Katío,Bosque Estable,2733.94,2733.94,13,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera- Katio de Choromando Alto y Medio,Embera Katío,No Bosque Estable,319.64,319.64,44,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera- Katio de Choromando Alto y Medio,Embera Katío,Sin Información,0.95,0.95,1,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,Bosque Estable,16286.67,16286.67,14,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,Deforestación,9.65,9.65,3,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,No Bosque Estable,1434.36,1434.36,204,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,Regeneración,4.31,4.31,13,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,Sin Información,290.63,290.63,9,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,Bosque Estable,20533.63,20533.63,102,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,Deforestación,26.95,26.95,23,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,No Bosque Estable,1067.16,1067.16,364,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,Sin Información,1760.38,1760.38,75,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,Bosque Estable,30227.15,30227.15,8,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,Deforestación,5.47,5.47,5,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,No Bosque Estable,470.29,470.29,121,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,Regeneración,0.38,0.38,5,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,Sin Información,1015.38,1015.38,68,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera-Katio de Jenaturado,Embera Katío,Bosque Estable,452.42,452.42,4,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera-Katio de Jenaturado,Embera Katío,No Bosque Estable,133.51,133.51,13,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera-Katio de Jenaturado,Embera Katío,Sin Información,9.53,9.53,1,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera-Katio de Las Playas,Embera Katío,Bosque Estable,79.94,79.94,3,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera-Katio de Las Playas,Embera Katío,No Bosque Estable,120.82,120.82,4,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,Bosque Estable,5857.77,5857.77,42,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,Deforestación,12.25,12.25,10,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,No Bosque Estable,1074.21,1074.21,153,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera-Katio de Polines,Embera Katío,Bosque Estable,3357.06,3357.06,21,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera-Katio de Polines,Embera Katío,Deforestación,3.85,3.85,3,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera-Katio de Polines,Embera Katío,No Bosque Estable,904.58,904.58,75,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Embera-Katio de Polines,Embera Katío,Sin Información,11.72,11.72,3,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Emebera-Katio de Santa Maria - El Charcon,Embera Katío,Bosque Estable,4.99,4.99,5,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Emebera-Katio de Santa Maria - El Charcon,Embera Katío,No Bosque Estable,126.66,126.66,2,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,Bosque Estable,10035.15,10035.15,133,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,Deforestación,39.47,39.47,22,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,No Bosque Estable,5021.53,5021.53,387,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,Regeneración,0.8,0.8,2,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,Sin Información,95.51,95.51,11,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Murri-pantanos,Embera Katío,Bosque Estable,29130.31,29130.31,18,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Murri-pantanos,Embera Katío,Deforestación,29.6,29.6,23,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Murri-pantanos,Embera Katío,No Bosque Estable,2071.56,2071.56,271,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Murri-pantanos,Embera Katío,Regeneración,2.69,2.69,12,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Murri-pantanos,Embera Katío,Sin Información,74.81,74.81,34,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Rio Alto De San Juan,Senú/Zenú,Bosque Estable,13.57,13.57,4,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Rio Alto De San Juan,Senú/Zenú,No Bosque Estable,88.98,88.98,2,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Senú Los Almendros,Senú/Zenú,Bosque Estable,6.19,6.19,2,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Senú Los Almendros,Senú/Zenú,No Bosque Estable,18.59,18.59,1,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Yaberarado,Embera Katío,Bosque Estable,6599.2,6599.2,18,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Yaberarado,Embera Katío,Deforestación,14.28,14.28,13,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Yaberarado,Embera Katío,No Bosque Estable,1738.28,1738.28,102,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Yaberarado,Embera Katío,Sin Información,11.68,11.68,3,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Zenu Del Volao,Senú/Zenú,Bosque Estable,17.85,17.85,11,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena Zenu Del Volao,Senú/Zenú,No Bosque Estable,350.24,350.24,1,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena de Canime,Senú/Zenú,Bosque Estable,0.03,0.03,1,shapefile,geometria
2017-2018,2017,2018,Resguardo Indígena de Canime,Senú/Zenú,No Bosque Estable,26.41,26.41,1,shapefile,geometria
2017-2018,2017,2018,Resguardo indígena Caiman Nuevo,Tule/Guna (Cuna),Bosque Estable,4659.14,4659.14,160,shapefile,geometria
2017-2018,2017,2018,Resguardo indígena Caiman Nuevo,Tule/Guna (Cuna),No Bosque Estable,4391.6,4391.6,133,shapefile,geometria
2019-2020,2019,2020,Resguardo Embera Katio de Cañaverales - Antado,Embera Katío,Bosque Estable,3693.62,3693.62,8,shapefile,geometria
2019-2020,2019,2020,Resguardo Embera Katio de Cañaverales - Antado,Embera Katío,Deforestación,8.58,8.58,5,shapefile,geometria
2019-2020,2019,2020,Resguardo Embera Katio de Cañaverales - Antado,Embera Katío,No Bosque Estable,1092.57,1092.57,70,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Coribi Bedado,Embera Katío,Bosque Estable,2.71,2.71,2,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Coribi Bedado,Embera Katío,No Bosque Estable,102.62,102.62,1,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena El Mango del Pueblo Senú,Senú/Zenú,No Bosque Estable,53.36,53.36,1,shapefile,geometria
2019-2020,2019,2020,"Resguardo Indígena Embera - Catio de ""El Pital"" - Narikizavi",Embera Katío,Bosque Estable,18.76,18.76,7,shapefile,geometria
2019-2020,2019,2020,"Resguardo Indígena Embera - Catio de ""El Pital"" - Narikizavi",Embera Katío,No Bosque Estable,257.07,257.07,1,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,Bosque Estable,38282.44,38282.44,134,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,Deforestación,5.27,5.27,4,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,No Bosque Estable,1716.71,1716.71,270,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,Sin Información,1800.41,1800.41,232,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera - Katio de Chontadural - Cañero,Embera Katío,Bosque Estable,4957.79,4957.79,9,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera - Katio de Chontadural - Cañero,Embera Katío,Deforestación,11.58,11.58,9,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera - Katio de Chontadural - Cañero,Embera Katío,No Bosque Estable,363.17,363.17,55,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera - Katio de Valle De Perdidas,Embera Katío,Bosque Estable,7008.75,7008.75,88,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera - Katio de Valle De Perdidas,Embera Katío,Deforestación,11.64,11.64,8,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera - Katio de Valle De Perdidas,Embera Katío,No Bosque Estable,1662.23,1662.23,191,shapefile,geometria
2019-2020,2019,2020,"Resguardo Indígena Embera Catio de Choromando Bajo y la Lejia ""Monzhomando""",Embera Katío,Bosque Estable,139.25,139.25,1,shapefile,geometria
2019-2020,2019,2020,"Resguardo Indígena Embera Catio de Choromando Bajo y la Lejia ""Monzhomando""",Embera Katío,Deforestación,0.26,0.26,1,shapefile,geometria
2019-2020,2019,2020,"Resguardo Indígena Embera Catio de Choromando Bajo y la Lejia ""Monzhomando""",Embera Katío,No Bosque Estable,45.86,45.86,3,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera Chami y Zenu De La Palma,Embera Chamí-Zenú,Bosque Estable,10.02,10.02,6,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera Chami y Zenu De La Palma,Embera Chamí-Zenú,No Bosque Estable,317.07,317.07,1,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera Drua,Embera,Bosque Estable,1.91,1.91,1,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera Drua,Embera,No Bosque Estable,16.16,16.16,1,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera Katio de Sever,Embera Katío,Bosque Estable,8896.38,8896.38,24,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera Katio de Sever,Embera Katío,Deforestación,22.85,22.85,9,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera Katio de Sever,Embera Katío,No Bosque Estable,1269.02,1269.02,77,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera Katio de Sever,Embera Katío,Sin Información,15.35,15.35,13,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,Bosque Estable,15397.76,15397.76,29,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,Deforestación,18.36,18.36,16,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,No Bosque Estable,2794.85,2794.85,273,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,Sin Información,20.94,20.94,12,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera de Chimurro y Nendo,Embera,Bosque Estable,11235.22,11235.22,17,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera de Chimurro y Nendo,Embera,Deforestación,33.3,33.3,25,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera de Chimurro y Nendo,Embera,No Bosque Estable,1915.91,1915.91,194,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,Bosque Estable,3400.64,3400.64,17,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,Deforestación,13.75,13.75,8,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,No Bosque Estable,1331.71,1331.71,86,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,Sin Información,1.05,1.05,2,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera de Dokerazavi,Embera,Bosque Estable,319.43,319.43,17,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera de Dokerazavi,Embera,No Bosque Estable,463.49,463.49,12,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera de El Salado,Embera,Bosque Estable,16026.2,16026.2,157,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera de El Salado,Embera,Deforestación,17.87,17.87,8,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera de El Salado,Embera,No Bosque Estable,324.68,324.68,38,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera de El Salado,Embera,Sin Información,1719.7,1719.7,193,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera de Guaguando,Embera,Bosque Estable,12416.57,12416.57,89,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera de Guaguando,Embera,Deforestación,7.54,7.54,7,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera de Guaguando,Embera,No Bosque Estable,210.47,210.47,46,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera de Guaguando,Embera,Sin Información,1358.15,1358.15,171,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera de Nusido,Embera,Bosque Estable,64.23,64.23,10,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera de Nusido,Embera,No Bosque Estable,196.7,196.7,2,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera de Urada Jiguamiando,Embera,Bosque Estable,11.02,11.02,3,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera de Urada Jiguamiando,Embera,No Bosque Estable,0.44,0.44,6,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,Bosque Estable,4740.73,4740.73,3,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,Deforestación,1.23,1.23,1,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,No Bosque Estable,250.79,250.79,55,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,Bosque Estable,20942.24,20942.24,6,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,Deforestación,31.02,31.02,19,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,No Bosque Estable,679.43,679.43,217,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera del Rio Jarapeto,Embera,Bosque Estable,5316.25,5316.25,2,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera del Rio Jarapeto,Embera,Deforestación,7.08,7.08,3,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera del Rio Jarapeto,Embera,No Bosque Estable,260.38,260.38,33,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera- Katio de Choromando Alto y Medio,Embera Katío,Bosque Estable,2734.88,2734.88,13,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera- Katio de Choromando Alto y Medio,Embera Katío,No Bosque Estable,319.64,319.64,44,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,Bosque Estable,16497.67,16497.67,15,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,Deforestación,7.81,7.81,9,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,No Bosque Estable,1505.23,1505.23,200,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,Sin Información,14.91,14.91,8,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,Bosque Estable,21537.17,21537.17,103,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,Deforestación,39.28,39.28,25,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,No Bosque Estable,1236.37,1236.37,371,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,Sin Información,575.68,575.68,119,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,Bosque Estable,30884.06,30884.06,22,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,Deforestación,34.26,34.26,31,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,No Bosque Estable,645.72,645.72,157,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,Sin Información,155.74,155.74,69,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera-Katio de Jenaturado,Embera Katío,Bosque Estable,446.15,446.15,5,shapefile,geometria
2019-2020,2019,2020,Resguardo Indígena Embera-Katio de Jenaturado,Embera Katío,No Bosque Estable,149.3,149.3,21,shapefile,geometria
